"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 02 14:20:27 GMT 2023","Tue May 02 14:20:27 GMT 2023","213","","LoginAndLogoutTest","","LoginAndLogoutTest","testLoginMultipleUsers","Bejelentkezés több felhasználóval",""
"broken","Tue May 02 14:20:23 GMT 2023","Tue May 02 14:20:23 GMT 2023","213","","ProfileTest","","ProfileTest","testDeleteProfile","Profil törlése",""
"broken","Tue May 02 14:20:22 GMT 2023","Tue May 02 14:20:22 GMT 2023","216","","AboutTest","","AboutTest","getNamesTest","Dolgozók nevének ellenőrzése",""
"broken","Tue May 02 14:20:28 GMT 2023","Tue May 02 14:20:28 GMT 2023","210","","LoginAndLogoutTest","","LoginAndLogoutTest","testLogout","Kijelentkezés",""
"broken","Tue May 02 14:20:26 GMT 2023","Tue May 02 14:20:26 GMT 2023","215","","ButtonsTest","","ButtonsTest","testHomeButton","Home button test",""
"broken","Tue May 02 14:20:25 GMT 2023","Tue May 02 14:20:25 GMT 2023","221","","TermsAndConditionsTest","","TermsAndConditionsTest","testTermsAndConditionsXAndRefresh","'Terms and conditions' elutasítása majd frissítés","'Terms and conditions' ablak bezárása,majd ellenőrzés, hogy ismét megjelenik-e"
"broken","Tue May 02 14:20:22 GMT 2023","Tue May 02 14:20:23 GMT 2023","221","","PortfolioTest","","PortfolioTest","testGetProducts","Termék nevek ellenőrzése",""
"broken","Tue May 02 14:20:27 GMT 2023","Tue May 02 14:20:27 GMT 2023","216","","LoginAndLogoutTest","","LoginAndLogoutTest","testLoginWithInvalidUser","Bejelentkezés helytelen adatokkal",""
"broken","Tue May 02 14:20:25 GMT 2023","Tue May 02 14:20:25 GMT 2023","215","","ButtonsTest","","ButtonsTest","testBlogButton","Blog button test",""
"broken","Tue May 02 14:20:27 GMT 2023","Tue May 02 14:20:27 GMT 2023","216","","ButtonsTest","","ButtonsTest","testSeeOurWorkButton","See Our Work button test",""
