"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 02 14:17:50 GMT 2023","Tue May 02 14:17:50 GMT 2023","211","","TermsAndConditionsTest","","TermsAndConditionsTest","testTermsAndConditionsXAndRefresh","'Terms and conditions' elutasítása majd frissítés","'Terms and conditions' ablak bezárása,majd ellenőrzés, hogy ismét megjelenik-e"
"broken","Tue May 02 14:17:49 GMT 2023","Tue May 02 14:17:49 GMT 2023","202","","ProfileTest","","ProfileTest","testModify","A profil adatainak módosítása,beviteli mezők tesztelése",""
"broken","Tue May 02 14:17:49 GMT 2023","Tue May 02 14:17:49 GMT 2023","213","","ProfileTest","","ProfileTest","testEditProfile","A profil adatainak módosítása",""
"broken","Tue May 02 14:17:52 GMT 2023","Tue May 02 14:17:52 GMT 2023","210","","ButtonsTest","","ButtonsTest","testSeeOurWorkButton","See Our Work button test",""
"broken","Tue May 02 14:17:50 GMT 2023","Tue May 02 14:17:50 GMT 2023","217","","ButtonsTest","","ButtonsTest","testAboutButton","About button test",""
"broken","Tue May 02 14:17:51 GMT 2023","Tue May 02 14:17:52 GMT 2023","227","","ButtonsTest","","ButtonsTest","testProfileButton","Profile button test",""
"broken","Tue May 02 14:17:49 GMT 2023","Tue May 02 14:17:49 GMT 2023","212","","ProfileTest","","ProfileTest","testDeleteProfileAndLogin","Profil törlése és belépés",""
"broken","Tue May 02 14:17:46 GMT 2023","Tue May 02 14:17:47 GMT 2023","224","","RegistrationTest","","RegistrationTest","testRegistrationEmptyFields","Regisztráció üres mezőkkel","Regisztráció tesztelése a mezők kitöltése nélkül"
"broken","Tue May 02 14:17:51 GMT 2023","Tue May 02 14:17:51 GMT 2023","210","","ButtonsTest","","ButtonsTest","testContactButton","Get in touch button test",""
"broken","Tue May 02 14:17:47 GMT 2023","Tue May 02 14:17:48 GMT 2023","210","","AboutTest","","AboutTest","testSaveTextFromAboutPage","Leírás ellenőrzése",""
"broken","Tue May 02 14:17:45 GMT 2023","Tue May 02 14:17:46 GMT 2023","1292","","RegistrationTest","","RegistrationTest","testRegistrationAndVerify","Regisztráció és ellenőrzés","Egy felhasználó létrehozása majd azzal történő bejelentkezés"
"broken","Tue May 02 14:17:52 GMT 2023","Tue May 02 14:17:52 GMT 2023","214","","LoginAndLogoutTest","","LoginAndLogoutTest","testLoginWithEmptyInput","Bejelentkezés üres mezőkkel",""
